FFP_DATE,LOAD_TIME,FLIGHT_COUNT,SEG_KM_SUM,LAST_TO_END,avg_discount
2005/3/19,2014/3/31,82,116502,11,0.782969391
2012/3/24,2014/3/31,83,66764,4,1.36549308
2005/12/22,2014/3/31,92,103985,14,0.875138818
2006/6/12,2014/3/31,49,98732,25,0.920499534
2004/11/11,2014/3/31,74,126274,10,0.719323851
2010/6/14,2014/3/31,78,106195,4,0.854748717
2007/9/24,2014/3/31,49,105720,9,0.858548997
2009/9/8,2014/3/31,44,69154,29,1.311839518
2007/3/1,2014/3/31,26,103395,13,0.875781421
2004/11/11,2014/3/31,85,124022,2,0.729566125
2010/11/9,2014/3/31,49,62116,5,1.454720362
2005/8/28,2014/3/31,69,105755,5,0.854199991
2012/11/11,2014/3/31,53,114734,8,0.787266634
2008/10/9,2014/3/31,11,134552,67,0.670909091
2006/3/30,2014/3/31,55,117957,10,0.76517731
2004/12/22,2014/3/31,39,63230,14,1.427421952
2008/11/6,2014/3/31,18,124386,34,0.725114241
2009/4/18,2014/3/31,63,137264,22,0.656078433
2010/1/2,2014/3/31,23,169931,181,0.529890073
2011/7/10,2014/3/31,55,103869,13,0.866817337
2012/4/1,2014/3/31,36,112436,24,0.799957309
2006/3/23,2014/3/31,43,69158,8,1.299686515
2010/3/1,2014/3/31,59,78595,2,1.142706025
2012/4/1,2014/3/31,69,98267,4,0.913754872
2011/9/13,2014/3/31,77,149556,27,0.600361671
2008/9/20,2014/3/31,75,113205,21,0.793122565
2005/9/23,2014/3/31,89,98446,14,0.911670561
2011/4/28,2014/3/31,51,71594,1,1.251371344
2007/7/1,2014/3/31,15,84976,65,1.053199256
2006/5/9,2014/3/31,51,121900,10,0.733716489
2005/5/29,2014/3/31,63,84110,13,1.062971704
2005/7/19,2014/3/31,67,114895,3,0.77813186
2005/6/12,2014/3/31,35,102698,58,0.869739722
2009/7/31,2014/3/31,31,112940,3,0.789749247
2011/12/1,2014/3/31,63,131617,4,0.677294726
2007/5/8,2014/3/31,95,112565,1,0.791891174
2005/12/18,2014/3/31,97,111809,13,0.795848724
2007/1/24,2014/3/31,67,124788,9,0.712584784
2005/12/25,2014/3/31,101,119673,2,0.742826118
2010/3/7,2014/3/31,60,131743,21,0.673196678
2011/1/10,2014/3/31,12,121632,38,0.728333333
2010/8/19,2014/3/31,48,63061,3,1.404469958
2011/4/20,2014/3/31,52,62006,3,1.427972616
2009/9/5,2014/3/31,11,80261,9,1.09967805
2006/3/6,2014/3/31,92,108930,2,0.810163224
2006/3/28,2014/3/31,67,116848,1,0.754195707
2006/11/23,2014/3/31,47,68720,6,1.280616269
2006/7/31,2014/3/31,109,144111,46,0.61047623
2006/4/15,2014/3/31,82,135759,12,0.646682872
2006/6/5,2014/3/31,68,107075,21,0.819026757
2012/2/20,2014/3/31,79,113061,16,0.775295725
2012/4/28,2014/3/31,74,119277,11,0.734588563
2006/5/26,2014/3/31,31,59830,113,1.463755474
2012/5/26,2014/3/31,34,87326,8,1.001857522
2007/1/15,2014/3/31,74,126760,3,0.690051909
2012/7/27,2014/3/31,7,85624,7,1.021428571
2009/3/17,2014/3/31,36,118329,93,0.739067177
2012/7/11,2014/3/31,43,71368,9,1.224596738
2009/12/31,2014/3/31,106,128750,36,0.678582369
2008/9/2,2014/3/31,89,106167,3,0.82264602
2010/3/27,2014/3/31,62,89752,104,0.972563954
2009/10/24,2014/3/31,36,63184,11,1.380619144
2012/4/27,2014/3/31,51,118422,12,0.73627451
2006/2/13,2014/3/31,69,119146,5,0.731558088
2005/1/11,2014/3/31,84,90564,1,0.962312287
2005/12/13,2014/3/31,68,109665,5,0.794431222
2007/4/2,2014/3/31,20,113068,3,0.769414069
2011/1/13,2014/3/31,27,106399,89,0.816711529
2007/10/30,2014/3/31,64,114718,2,0.757229554
2005/4/16,2014/3/31,113,147384,7,0.589203374
2007/10/19,2014/3/31,40,60149,2,1.443029477
2006/1/19,2014/3/31,80,138420,2,0.624723523
2008/8/6,2014/3/31,53,113194,41,0.76250826
2009/9/1,2014/3/31,109,123276,1,0.700098478
2010/7/18,2014/3/31,70,112890,4,0.764457525
2009/11/18,2014/3/31,35,62808,9,1.37325484
2011/12/13,2014/3/31,34,65969,29,1.307116221
2009/1/14,2014/3/31,88,110192,27,0.782405619
2009/10/21,2014/3/31,101,104916,10,0.821220119
2007/2/1,2014/3/31,44,123585,15,0.697107982
2007/6/1,2014/3/31,57,124821,1,0.690196361
2010/8/18,2014/3/31,43,70258,11,1.225645051
2010/11/28,2014/3/31,57,101773,4,0.846069291
2007/10/25,2014/3/31,82,121881,11,0.705870234
2009/9/18,2014/3/31,69,94964,23,0.903869993
2010/2/20,2014/3/31,63,102801,44,0.833366699
2012/4/24,2014/3/31,12,84488,230,1.013213001
2010/10/17,2014/3/31,69,99590,17,0.859349031
2007/7/17,2014/3/31,88,92775,4,0.922312153
2012/3/3,2014/3/31,59,133334,3,0.641461668
2006/4/11,2014/3/31,40,133403,10,0.640861525
2008/12/21,2014/3/31,13,113580,86,0.752468392
2005/5/5,2014/3/31,68,119701,11,0.712072581
2010/11/29,2014/3/31,69,119959,3,0.710441151
2012/5/20,2014/3/31,38,63749,4,1.335886053
2006/3/9,2014/3/31,97,95578,18,0.890442047
2005/3/31,2014/3/31,13,96745,34,0.879156546
2010/12/13,2014/3/31,84,124877,3,0.680674344
2008/3/25,2014/3/31,33,60566,79,1.400179804
2007/9/24,2014/3/31,61,129994,25,0.652295875
2007/6/17,2014/3/31,87,114443,17,0.740124516
2008/10/13,2014/3/31,17,105518,13,0.80243475
2006/1/15,2014/3/31,62,104351,3,0.810345085
2007/11/6,2014/3/31,79,102926,2,0.820983134
2008/3/31,2014/3/31,58,94188,85,0.896582367
2007/12/10,2014/3/31,26,126699,48,0.666378424
2011/8/22,2014/3/31,82,120396,2,0.700985
2006/10/16,2014/3/31,94,110837,7,0.761320588
2012/5/12,2014/3/31,43,88958,15,0.947841903
2005/4/29,2014/3/31,49,82626,9,1.019422095
2007/8/12,2014/3/31,32,87009,11,0.967861715
2011/4/1,2014/3/31,82,119037,4,0.706153885
2010/8/6,2014/3/31,62,101808,22,0.824876139
2012/5/11,2014/3/31,67,95683,18,0.877645872
2009/7/14,2014/3/31,81,103927,30,0.807743897
2005/7/7,2014/3/31,86,105952,7,0.791347497
2007/4/2,2014/3/31,6,73392,102,1.141666667
2010/10/6,2014/3/31,9,91224,69,0.917777778
2009/9/10,2014/3/31,63,102466,4,0.81701218
2004/11/17,2014/3/31,38,124410,66,0.672776465
2010/7/1,2014/3/31,40,63801,2,1.311356405
2005/10/20,2014/3/31,73,120191,9,0.695825062
2007/2/21,2014/3/31,71,107032,15,0.78021629
2009/10/17,2014/3/31,74,86299,1,0.967311788
2012/4/20,2014/3/31,45,83894,103,0.995006913
2008/5/27,2014/3/31,127,131400,1,0.635267428
2007/10/26,2014/3/31,86,130146,4,0.641211101
2009/8/31,2014/3/31,58,114424,29,0.728744669
2011/5/18,2014/3/31,69,101139,3,0.82410712
2006/6/28,2014/3/31,38,78846,43,1.056982345
2008/9/6,2014/3/31,78,115093,19,0.723989122
2005/12/30,2014/3/31,16,96627,68,0.862176721
2007/4/1,2014/3/31,37,58302,163,1.428155295
2007/7/9,2014/3/31,76,116724,5,0.713011977
2009/1/12,2014/3/31,44,67601,2,1.230681203
2005/3/11,2014/3/31,99,87395,3,0.951464844
2012/1/13,2014/3/31,51,61100,14,1.357835843
2008/9/9,2014/3/31,66,114482,5,0.722954875
2006/7/11,2014/3/31,77,94084,5,0.879383317
2007/6/28,2014/3/31,106,104750,2,0.78942673
2012/5/19,2014/3/31,94,130742,1,0.632198528
2011/5/27,2014/3/31,89,109773,27,0.752621956
2012/5/25,2014/3/31,11,101908,37,0.810053381
2008/1/11,2014/3/31,19,114608,17,0.719314533
2011/4/22,2014/3/31,57,87522,7,0.941829369
2011/4/5,2014/3/31,65,110131,18,0.747842479
2012/6/1,2014/3/31,25,58213,76,1.413954787
2005/10/30,2014/3/31,51,57992,26,1.418412885
2012/3/1,2014/3/31,54,77707,19,1.057823619
2008/9/18,2014/3/31,13,118818,46,0.691331701
2012/3/22,2014/3/31,72,65267,7,1.25802427
2008/9/21,2014/3/31,93,118300,2,0.693748774
2010/5/19,2014/3/31,31,60318,27,1.35912265
2006/12/6,2014/3/31,78,99566,4,0.822873672
2008/5/20,2014/3/31,96,123933,4,0.661020551
2008/8/20,2014/3/31,58,99952,20,0.81945874
2012/6/6,2014/3/31,85,115207,8,0.710912445
2006/5/30,2014/3/31,65,92722,5,0.883145532
2005/2/1,2014/3/31,85,124859,4,0.65577155
2010/12/28,2014/3/31,14,79047,88,1.035521272
2011/9/8,2014/3/31,60,118246,2,0.691508973
2006/11/7,2014/3/31,39,60512,8,1.350910398
2011/4/5,2014/3/31,36,75213,61,1.086663476
2005/4/10,2014/3/31,17,109583,46,0.745799622
2009/10/31,2014/3/31,104,93309,21,0.875784758
2006/4/19,2014/3/31,50,125199,15,0.652698823
2008/3/23,2014/3/31,41,108363,12,0.753658537
2012/8/17,2014/3/31,20,77590,195,1.052316793
2007/9/9,2014/3/31,68,86064,7,0.948622421
2007/4/1,2014/3/31,99,105598,2,0.77280422
2010/11/27,2014/3/31,98,120774,12,0.675360094
2004/12/1,2014/3/31,89,106510,8,0.764573373
2008/9/5,2014/3/31,35,105725,71,0.768377962
2007/1/8,2014/3/31,78,105745,6,0.767752423
2010/3/15,2014/3/31,75,119758,4,0.677779021
2006/4/20,2014/3/31,56,57828,15,1.402678633
2012/1/3,2014/3/31,29,81848,2,0.99101884
2011/12/3,2014/3/31,55,100558,45,0.806229241
2006/11/15,2014/3/31,26,70104,18,1.156431302
2007/5/7,2014/3/31,66,94599,5,0.856638865
2006/3/27,2014/3/31,67,112610,5,0.718858183
2010/7/23,2014/3/31,65,99061,17,0.81700528
2010/7/27,2014/3/31,76,82442,9,0.981291089
2007/5/18,2014/3/31,38,58995,4,1.370945673
2011/3/15,2014/3/31,51,113913,17,0.710000088
2006/5/14,2014/3/31,71,109398,3,0.738039452
2012/8/25,2014/3/31,67,64594,9,1.248345512
2004/11/20,2014/3/31,61,108008,25,0.746502852
2008/7/12,2014/3/31,44,56219,3,1.434023907
2009/9/20,2014/3/31,120,101087,1,0.797076083
2010/10/9,2014/3/31,101,94342,1,0.853658074
2010/7/24,2014/3/31,34,58541,8,1.375456688
2006/9/19,2014/3/31,70,116485,9,0.689642615
2009/5/16,2014/3/31,34,90814,28,0.883529412
2012/5/25,2014/3/31,31,100130,35,0.801290323
2012/2/10,2014/3/31,44,102276,62,0.784301009
2010/6/7,2014/3/31,43,60630,27,1.322550717
2010/1/11,2014/3/31,62,104969,34,0.762393469
2008/4/27,2014/3/31,35,57698,26,1.386811155
2007/12/17,2014/3/31,51,92818,4,0.861574479
2012/3/20,2014/3/31,59,118571,3,0.673916894
2011/9/27,2014/3/31,54,64470,6,1.238703118
2012/1/13,2014/3/31,55,84601,23,0.942580466
2011/12/7,2014/3/31,34,84892,69,0.938940654
2009/2/18,2014/3/31,58,107038,2,0.744657411
2006/11/17,2014/3/31,83,95665,3,0.832975069
2006/1/4,2014/3/31,39,64329,3,1.238633431
2005/4/20,2014/3/31,65,102141,18,0.779959566
2008/9/15,2014/3/31,44,83527,10,0.953680726
2006/11/6,2014/3/31,64,124573,1,0.639421062
2012/2/28,2014/3/31,50,64381,67,1.237046489
2011/5/20,2014/3/31,27,55673,83,1.42926697
2005/2/1,2014/3/31,40,77198,9,1.030612192
2005/7/27,2014/3/31,72,107745,2,0.738133649
2007/6/18,2014/3/31,47,57158,41,1.391171839
2005/12/7,2014/3/31,70,112030,1,0.709738017
2011/1/30,2014/3/31,51,107440,113,0.739495067
2006/5/25,2014/3/31,52,98327,1,0.807594964
2012/6/26,2014/3/31,57,99434,2,0.798412817
2005/9/4,2014/3/31,56,87321,2,0.908338086
2009/12/13,2014/3/31,32,60308,13,1.3146624
2006/1/30,2014/3/31,65,94255,1,0.841129807
2009/11/7,2014/3/31,16,127164,30,0.623378315
2010/5/26,2014/3/31,81,110402,8,0.717648956
2008/3/23,2014/3/31,44,104867,101,0.755509741
2011/1/25,2014/3/31,96,107452,11,0.737285951
2013/1/27,2014/3/31,37,77098,75,1.025352668
2011/3/1,2014/3/31,63,108377,10,0.729203429
2009/11/22,2014/3/31,81,116556,21,0.677642764
2009/12/21,2014/3/31,82,127934,13,0.617297044
2007/3/16,2014/3/31,38,62200,2,1.269493087
2006/2/12,2014/3/31,25,63767,38,1.238245644
2009/4/3,2014/3/31,50,58964,70,1.338983448
2009/3/30,2014/3/31,66,95599,6,0.825197125
2008/8/1,2014/3/31,75,96092,2,0.820139033
2011/4/1,2014/3/31,70,119084,12,0.661306893
2008/3/13,2014/3/31,93,67658,3,1.163014573
2007/7/15,2014/3/31,97,98027,2,0.801951809
2010/10/1,2014/3/31,72,100623,20,0.780282142
2010/3/15,2014/3/31,65,105089,5,0.746562628
2005/9/20,2014/3/31,45,57094,60,1.373917224
2008/5/28,2014/3/31,27,53927,10,1.453638993
2009/3/1,2014/3/31,81,99333,2,0.789152044
2011/2/17,2014/3/31,74,123708,8,0.633542051
2005/9/9,2014/3/31,81,96407,2,0.812844814
2012/6/15,2014/3/31,43,87048,63,0.900012981
2010/9/7,2014/3/31,13,74307,62,1.054007025
2010/1/8,2014/3/31,68,87657,2,0.893445703
2011/6/29,2014/3/31,51,105499,3,0.742125613
2009/7/30,2014/3/31,65,94928,36,0.824223306
2007/6/12,2014/3/31,61,95828,12,0.816480465
2005/9/1,2014/3/31,34,54155,3,1.441951251
2005/9/12,2014/3/31,106,73656,1,1.059797165
2009/12/22,2014/3/31,68,117406,10,0.664639116
2011/3/3,2014/3/31,69,59262,5,1.315850461
2012/4/6,2014/3/31,31,54938,9,1.418710546
2010/3/23,2014/3/31,85,123956,4,0.628632821
2004/11/10,2014/3/31,85,115698,9,0.673153382
2012/6/26,2014/3/31,44,122665,21,0.634257612
2005/3/12,2014/3/31,82,84793,2,0.917503332
2012/5/17,2014/3/31,78,92800,20,0.837629526
2010/5/31,2014/3/31,35,98033,288,0.792854447
2010/11/17,2014/3/31,64,113219,23,0.686384706
2010/4/20,2014/3/31,49,106738,3,0.727940377
2012/1/28,2014/3/31,9,110088,143,0.705555556
2006/4/11,2014/3/31,44,128750,105,0.603258718
2007/10/16,2014/3/31,86,119842,3,0.647968909
2006/5/12,2014/3/31,45,101385,7,0.765687133
2006/5/23,2014/3/31,78,113329,30,0.684981426
2011/5/5,2014/3/31,59,108263,14,0.71581593
2007/8/25,2014/3/31,98,99128,1,0.781575034
2011/12/21,2014/3/31,87,104670,12,0.739837298
2006/7/19,2014/3/31,25,118355,39,0.654261755
2011/1/22,2014/3/31,48,88016,23,0.879216392
2011/10/23,2014/3/31,53,59280,13,1.304834683
2004/11/25,2014/3/31,31,82721,10,0.934580215
2006/12/22,2014/3/31,61,102513,12,0.754131281
2010/5/7,2014/3/31,54,87327,2,0.885256908
2007/9/5,2014/3/31,68,83233,2,0.928783415
2010/3/22,2014/3/31,80,110571,5,0.698741804
2007/6/9,2014/3/31,70,91869,2,0.839639269
2010/8/14,2014/3/31,61,71334,2,1.081109008
2005/11/24,2014/3/31,59,96238,9,0.801115464
2012/2/16,2014/3/31,71,108053,3,0.713502263
2012/10/3,2014/3/31,9,75093,67,1.026311241
2010/4/6,2014/3/31,43,63261,33,1.218127915
2007/2/16,2014/3/31,65,81718,12,0.942705034
2006/2/15,2014/3/31,118,113715,1,0.677334828
2010/8/20,2014/3/31,31,57054,27,1.348767483
2011/2/6,2014/3/31,13,123460,34,0.623107079
2006/8/14,2014/3/31,105,100538,11,0.764620343
2006/7/20,2014/3/31,54,97929,108,0.784982998
2009/8/7,2014/3/31,39,53274,4,1.441390547
2008/9/19,2014/3/31,67,83561,2,0.918858199
2006/4/2,2014/3/31,43,93927,24,0.81727746
2008/1/12,2014/3/31,78,91540,3,0.838375901
2005/5/28,2014/3/31,77,119849,1,0.640188153
2009/12/8,2014/3/31,33,60387,2,1.270434862
2007/3/8,2014/3/31,67,107438,25,0.71315326
2008/10/30,2014/3/31,34,52371,1,1.462471215
2010/1/31,2014/3/31,40,104027,82,0.735624021
2010/2/28,2014/3/31,47,57546,34,1.329559135
2006/7/26,2014/3/31,49,98276,14,0.778446009
2005/9/9,2014/3/31,39,106909,3,0.71552526
2010/2/7,2014/3/31,47,102319,8,0.747021277
2008/10/25,2014/3/31,72,97247,4,0.785089206
2008/4/6,2014/3/31,30,55190,113,1.382804856
2010/10/17,2014/3/31,21,54220,123,1.407333272
2008/4/23,2014/3/31,62,88473,1,0.862353147
2010/11/19,2014/3/31,31,95165,3,0.801548679
2011/3/27,2014/3/31,85,115578,5,0.659933551
2010/5/25,2014/3/31,18,70739,376,1.077664372
2006/3/28,2014/3/31,41,56029,22,1.358675507
2010/3/31,2014/3/31,12,112511,71,0.676484166
2007/10/10,2014/3/31,88,99522,10,0.764474086
2009/11/13,2014/3/31,43,103564,4,0.734484473
2011/1/21,2014/3/31,53,84028,2,0.904737825
2011/8/2,2014/3/31,56,65103,20,1.167142221
2005/7/13,2014/3/31,80,114222,32,0.664970058
2008/1/27,2014/3/31,42,53030,24,1.431651895
2011/12/14,2014/3/31,79,103403,1,0.7339671
2012/3/30,2014/3/31,30,85368,96,0.888219942
2005/2/1,2014/3/31,30,55918,12,1.355861619
2007/2/20,2014/3/31,38,100035,23,0.757393112
2008/9/16,2014/3/31,49,100244,25,0.755588065
2012/5/19,2014/3/31,122,91128,1,0.83108397
2005/4/19,2014/3/31,60,99311,7,0.762068552
2007/5/2,2014/3/31,86,96033,2,0.787367051
2009/1/20,2014/3/31,6,73392,39,1.03
2012/3/30,2014/3/31,6,73392,235,1.03
2005/3/23,2014/3/31,59,105575,24,0.715865404
2008/4/18,2014/3/31,68,85336,3,0.885546077
2006/3/20,2014/3/31,62,87492,1,0.863288072
2010/7/11,2014/3/31,38,57596,72,1.30967272
2009/10/8,2014/3/31,104,99462,6,0.757270716
2011/3/26,2014/3/31,45,113659,21,0.662631116
2006/8/8,2014/3/31,59,104352,1,0.721700494
2010/2/3,2014/3/31,57,95289,11,0.789974289
2007/3/28,2014/3/31,58,103107,36,0.729874305
2006/1/13,2014/3/31,78,109710,11,0.685185398
2013/3/3,2014/3/31,38,55596,11,1.351954277
2010/6/1,2014/3/31,31,55642,8,1.3507072
2012/5/11,2014/3/31,91,114600,24,0.655811606
2012/7/14,2014/3/31,82,118887,1,0.631932339
2008/11/17,2014/3/31,34,66320,109,1.132759349
2004/12/8,2014/3/31,54,98038,3,0.766080091
2007/7/3,2014/3/31,51,80432,38,0.933638602
2006/3/20,2014/3/31,62,91853,4,0.817490664
2009/3/16,2014/3/31,101,86102,11,0.871194513
2012/1/6,2014/3/31,98,90418,3,0.82935577
2011/11/26,2014/3/31,67,99772,2,0.751497414
2007/10/5,2014/3/31,58,82250,1,0.911499088
2005/9/9,2014/3/31,45,72849,10,1.028986397
2008/7/9,2014/3/31,45,77987,1,0.960536115
2009/12/11,2014/3/31,55,83780,15,0.893266651
2007/4/4,2014/3/31,38,113467,31,0.659311165
2010/7/15,2014/3/31,53,85130,5,0.878743334
2010/12/31,2014/3/31,39,57001,56,1.311457343
2005/11/10,2014/3/31,51,92227,9,0.810541273
2012/10/23,2014/3/31,11,81937,9,0.912206573
2006/3/28,2014/3/31,31,52216,60,1.431188333
2012/6/14,2014/3/31,51,93929,7,0.795260889
2007/4/15,2014/3/31,67,95559,7,0.78088584
2006/3/16,2014/3/31,65,95518,75,0.780413325
2011/8/25,2014/3/31,22,54730,14,1.361512333
2008/12/20,2014/3/31,64,101534,1,0.733608939
2006/7/17,2014/3/31,70,117261,15,0.635178874
2006/10/17,2014/3/31,73,97885,14,0.760670276
2010/4/3,2014/3/31,55,91097,25,0.816942819
2009/8/24,2014/3/31,59,88730,30,0.837943649
2009/8/9,2014/3/31,63,84128,6,0.88377199
2005/5/18,2014/3/31,113,109075,6,0.681333761
2006/8/8,2014/3/31,72,60674,3,1.224716518
2006/2/23,2014/3/31,122,87871,4,0.844693244
2006/10/30,2014/3/31,79,98039,3,0.756928263
2012/5/17,2014/3/31,78,81033,19,0.91528402
2007/5/16,2014/3/31,45,97205,15,0.762874749
2011/11/8,2014/3/31,78,100891,2,0.734954258
2011/10/11,2014/3/31,75,78024,42,0.950140982
2006/3/24,2014/3/31,72,103478,1,0.715944549
2006/11/24,2014/3/31,45,80074,180,0.925069436
2007/5/31,2014/3/31,47,105448,107,0.702358414
2010/2/16,2014/3/31,61,57474,2,1.288559697
2011/12/22,2014/3/31,10,111277,88,0.665374696
2006/6/26,2014/3/31,32,79748,14,0.928148418
2008/3/28,2014/3/31,57,92596,1,0.799295542
2010/3/18,2014/3/31,58,51359,85,1.441034872
2006/5/25,2014/3/31,34,99007,20,0.746978698
2007/9/20,2014/3/31,45,108968,28,0.678618494
2006/7/27,2014/3/31,66,99380,15,0.743689072
2008/7/16,2014/3/31,52,54902,11,1.346142581
2005/3/23,2014/3/31,103,126385,4,0.584587649
2005/9/1,2014/3/31,61,82229,61,0.897384621
2012/11/10,2014/3/31,32,68796,2,1.071943718
2012/6/13,2014/3/31,92,81252,3,0.907426648
2009/4/7,2014/3/31,58,94789,6,0.777775797
2005/7/5,2014/3/31,80,100890,1,0.73022133
2005/12/8,2014/3/31,46,82198,8,0.895138446
2011/5/29,2014/3/31,85,96524,14,0.762113878
2012/10/27,2014/3/31,15,87979,53,0.835734664
2009/1/3,2014/3/31,55,53082,26,1.38513677
2005/2/14,2014/3/31,70,90676,9,0.810777824
2010/1/15,2014/3/31,84,88600,4,0.828726975
2005/12/24,2014/3/31,85,94910,5,0.773356654
2009/2/6,2014/3/31,51,103334,8,0.710294095
2006/11/15,2014/3/31,66,87096,5,0.842461652
2011/8/28,2014/3/31,13,75939,30,0.965910007
2010/2/20,2014/3/31,85,87222,6,0.840588842
2005/4/1,2014/3/31,83,84586,11,0.866116497
2006/6/14,2014/3/31,89,76929,6,0.952323571
2010/7/22,2014/3/31,85,88084,4,0.829060102
2007/11/1,2014/3/31,53,100834,20,0.724125295
2011/10/9,2014/3/31,92,93608,1,0.779446094
2009/7/15,2014/3/31,54,73594,15,0.991353507
2011/1/13,2014/3/31,78,92961,6,0.784661847
2006/4/22,2014/3/31,45,94176,5,0.77380288
2009/11/15,2014/3/31,57,96770,21,0.752291723
2010/4/4,2014/3/31,44,94505,18,0.770116925
2007/2/12,2014/3/31,78,97688,1,0.744750123
2010/10/8,2014/3/31,69,122130,13,0.595677639
2010/5/28,2014/3/31,91,94399,13,0.770311126
2011/12/11,2014/3/31,56,99083,4,0.733522501
2008/6/12,2014/3/31,44,69243,4,1.048949208
2007/4/27,2014/3/31,72,92591,7,0.784232377
2012/7/4,2014/3/31,49,81119,287,0.894173991
2012/4/25,2014/3/31,37,107668,1,0.67363915
2012/11/3,2014/3/31,88,94053,4,0.770906191
2007/5/8,2014/3/31,84,101344,9,0.715400813
2009/6/28,2014/3/31,58,96418,12,0.751877658
2005/12/28,2014/3/31,60,107228,4,0.676071828
2012/6/27,2014/3/31,9,91224,3,0.794444444
2012/8/24,2014/3/31,11,95158,151,0.760999706
2006/3/25,2014/3/31,33,94251,10,0.76655558
2005/9/19,2014/3/31,72,108362,46,0.666644027
2006/3/7,2014/3/31,38,57045,29,1.265377684
2012/8/1,2014/3/31,27,72382,130,0.997066121
2010/11/15,2014/3/31,35,71526,8,1.008923608
2005/8/11,2014/3/31,84,94699,5,0.760778361
2012/4/11,2014/3/31,27,83430,31,0.863220664
2010/9/14,2014/3/31,55,91229,87,0.789220204
2006/7/11,2014/3/31,25,60909,2,1.181765256
2006/2/1,2014/3/31,24,104992,76,0.685569377
2011/11/15,2014/3/31,48,109680,404,0.65625
2010/3/8,2014/3/31,65,85774,7,0.838990253
2007/1/25,2014/3/31,67,107942,5,0.666477923
2008/3/31,2014/3/31,37,96596,44,0.744337447
2011/1/30,2014/3/31,68,49054,5,1.464808986
2011/6/14,2014/3/31,75,94885,15,0.756962955
2006/8/25,2014/3/31,78,95712,10,0.749861982
2008/9/12,2014/3/31,29,93670,18,0.766206897
2009/10/22,2014/3/31,61,91722,4,0.78226347
2011/3/9,2014/3/31,110,94212,1,0.761354286
2007/4/27,2014/3/31,26,50464,67,1.420586557
2005/4/22,2014/3/31,62,82613,7,0.867230581
2005/5/10,2014/3/31,61,97269,29,0.736404404
2006/10/20,2014/3/31,62,103017,9,0.695298834
2006/4/3,2014/3/31,53,93161,37,0.768521162
2007/11/18,2014/3/31,28,48681,9,1.470489719
2006/6/18,2014/3/31,67,105406,7,0.678681764
2006/11/3,2014/3/31,79,79187,18,0.902894036
2004/11/1,2014/3/31,26,74707,4,0.956791465
2006/9/29,2014/3/31,60,79936,20,0.893743995
2008/3/27,2014/3/31,47,85104,25,0.839405903
2010/9/15,2014/3/31,47,93009,22,0.767970626
2005/5/6,2014/3/31,47,69445,6,1.027577651
2009/2/1,2014/3/31,52,50564,5,1.410842497
2012/9/8,2014/3/31,12,86872,19,0.821038309
2007/6/9,2014/3/31,47,55930,12,1.275212587
2011/9/14,2014/3/31,64,95009,14,0.750668147
2005/3/31,2014/3/31,50,91885,14,0.776086957
2012/6/20,2014/3/31,11,79822,86,0.892701511
2008/7/6,2014/3/31,49,95617,8,0.745036761
2007/10/21,2014/3/31,43,76616,7,0.929799128
2006/11/29,2014/3/31,59,93989,8,0.757864857
2007/3/16,2014/3/31,89,97760,3,0.728606997
2005/2/8,2014/3/31,50,66551,39,1.070130276
2008/11/20,2014/3/31,60,59525,2,1.19527963
2011/5/15,2014/3/31,50,86754,12,0.820040344
2010/4/15,2014/3/31,60,102459,4,0.694059575
2008/4/12,2014/3/31,67,94955,6,0.748769944
2009/12/22,2014/3/31,40,56236,5,1.264161391
2008/5/27,2014/3/31,46,51348,2,1.38430046
2011/7/31,2014/3/31,82,83895,4,0.847254187
